Document,Sentence_ID,Sentence_Text,Context_Snippet,Bias_Risk_Score,Bias_Types,Word_Count,Evidence_Count,Reasoning_Count,Prosecution_Mentions,Defence_Mentions,Contradiction_Count,Certainty_Count,Subjective_Count,Certainty_Support_Ratio,Statement_Nature,Contextual_Imbalance
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,11,": C/75368,75369,75370,76038/2025-DB
AND
Customs Appeal No.","KOL/CUS/CCP/KS/672/2023 dated 08.09.2023
passed by the Commissioner of Customs (Appeals), 3rd Floor, Custom House, 15/1,
Strand Road, Kolkata - 700 001)
Vikash Kumar : Appellant
S/o. | : C/75368,75369,75370,76038/2025-DB
AND
Customs Appeal No. | 76038 of 2025
(Arising out of Order-in-Appeal No.",0,None,5,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,12,"76038 of 2025
(Arising out of Order-in-Appeal No.",": C/75368,75369,75370,76038/2025-DB
AND
Customs Appeal No. | 76038 of 2025
(Arising out of Order-in-Appeal No. | KOL/CUS/CCP/KS/673/2023 dated 08.09.2023
passed by the Commissioner of Customs (Appeals), 3rd Floor, Custom House, 15/1,
Strand Road, Kolkata - 700 001)
Vikash Kumar : Appellant
S/o.",0,None,8,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,13,"KOL/CUS/CCP/KS/673/2023 dated 08.09.2023
passed by the Commissioner of Customs (Appeals), 3rd Floor, Custom House, 15/1,
Strand Road, Kolkata - 700 001)
Vikash Kumar : Appellant
S/o.","76038 of 2025
(Arising out of Order-in-Appeal No. | KOL/CUS/CCP/KS/673/2023 dated 08.09.2023
passed by the Commissioner of Customs (Appeals), 3rd Floor, Custom House, 15/1,
Strand Road, Kolkata - 700 001)
Vikash Kumar : Appellant
S/o. | Bagishwar Sharma,
Kaswan, Jehanabad, Bihar - 804 429
VERSUS
Commissioner of Customs (Preventive) : Respondent
3rd Floor, Custom House,
15/1, Strand Road, Kolkata - 700 001
APPEARANCE:
Shri A.K.",0,None,24,0,0,0,1,0,0,0,0.0,Argument Tracking,0.67
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,14,"Bagishwar Sharma,
Kaswan, Jehanabad, Bihar - 804 429
VERSUS
Commissioner of Customs (Preventive) : Respondent
3rd Floor, Custom House,
15/1, Strand Road, Kolkata - 700 001
APPEARANCE:
Shri A.K.","KOL/CUS/CCP/KS/673/2023 dated 08.09.2023
passed by the Commissioner of Customs (Appeals), 3rd Floor, Custom House, 15/1,
Strand Road, Kolkata - 700 001)
Vikash Kumar : Appellant
S/o. | Bagishwar Sharma,
Kaswan, Jehanabad, Bihar - 804 429
VERSUS
Commissioner of Customs (Preventive) : Respondent
3rd Floor, Custom House,
15/1, Strand Road, Kolkata - 700 001
APPEARANCE:
Shri A.K. | Pattanayak, Advocate,
For the Appellant
Shri Tariq Sulaiman, Authorized Representative,
Shri Subrata Debnath, Authorized Representative,
for the Respondent
CORAM:
HON'BLE SHRI ASHOK JINDAL, MEMBER (JUDICIAL)
HON'BLE SHRI K. ANPAZHAKAN, MEMBER (TECHNICAL)
FINAL ORDER NOs.",1,Selective Evidence Focus,26,0,0,0,1,0,0,0,0.0,Argument Tracking,0.8
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,15,"Pattanayak, Advocate,
For the Appellant
Shri Tariq Sulaiman, Authorized Representative,
Shri Subrata Debnath, Authorized Representative,
for the Respondent
CORAM:
HON'BLE SHRI ASHOK JINDAL, MEMBER (JUDICIAL)
HON'BLE SHRI K. ANPAZHAKAN, MEMBER (TECHNICAL)
FINAL ORDER NOs.","Bagishwar Sharma,
Kaswan, Jehanabad, Bihar - 804 429
VERSUS
Commissioner of Customs (Preventive) : Respondent
3rd Floor, Custom House,
15/1, Strand Road, Kolkata - 700 001
APPEARANCE:
Shri A.K. | Pattanayak, Advocate,
For the Appellant
Shri Tariq Sulaiman, Authorized Representative,
Shri Subrata Debnath, Authorized Representative,
for the Respondent
CORAM:
HON'BLE SHRI ASHOK JINDAL, MEMBER (JUDICIAL)
HON'BLE SHRI K. ANPAZHAKAN, MEMBER (TECHNICAL)
FINAL ORDER NOs. | 75183-75186 / 2026
DATE OF HEARING: 27.01.2026
DATE OF DECISION: 06.02.2026
ORDER:
[PER SHRI ASHOK JINDAL] The appellant is in appeal against the impugned order whereby the
penalties imposed on the appellant under Section 114AA of the Customs Act, 1962, have been
upheld.",1,Selective Evidence Focus,29,0,0,0,2,0,0,0,0.0,Argument Tracking,0.83
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,16,"75183-75186 / 2026
DATE OF HEARING: 27.01.2026
DATE OF DECISION: 06.02.2026
ORDER:
[PER SHRI ASHOK JINDAL] The appellant is in appeal against the impugned order whereby the
penalties imposed on the appellant under Section 114AA of the Customs Act, 1962, have been
upheld.","Pattanayak, Advocate,
For the Appellant
Shri Tariq Sulaiman, Authorized Representative,
Shri Subrata Debnath, Authorized Representative,
for the Respondent
CORAM:
HON'BLE SHRI ASHOK JINDAL, MEMBER (JUDICIAL)
HON'BLE SHRI K. ANPAZHAKAN, MEMBER (TECHNICAL)
FINAL ORDER NOs. | 75183-75186 / 2026
DATE OF HEARING: 27.01.2026
DATE OF DECISION: 06.02.2026
ORDER:
[PER SHRI ASHOK JINDAL] The appellant is in appeal against the impugned order whereby the
penalties imposed on the appellant under Section 114AA of the Customs Act, 1962, have been
upheld. | : C/75368,75369,75370,76038/2025-DB
2.",1,Selective Evidence Focus,42,0,0,0,2,0,0,0,0.0,Argument Tracking,0.8
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,17,": C/75368,75369,75370,76038/2025-DB
2.","75183-75186 / 2026
DATE OF HEARING: 27.01.2026
DATE OF DECISION: 06.02.2026
ORDER:
[PER SHRI ASHOK JINDAL] The appellant is in appeal against the impugned order whereby the
penalties imposed on the appellant under Section 114AA of the Customs Act, 1962, have been
upheld. | : C/75368,75369,75370,76038/2025-DB
2. | The facts of the case are that the appellant is a 2009 batch IRS officer and his pleadings are
limited to the penalties imposed on the appellant alone vide the orders passed by the original
authority, which have been upheld by way of the impugned orders, the details of which are as under:
-
Sl.",0,None,2,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.8
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,18,"The facts of the case are that the appellant is a 2009 batch IRS officer and his pleadings are
limited to the penalties imposed on the appellant alone vide the orders passed by the original
authority, which have been upheld by way of the impugned orders, the details of which are as under:
-
Sl.",": C/75368,75369,75370,76038/2025-DB
2. | The facts of the case are that the appellant is a 2009 batch IRS officer and his pleadings are
limited to the penalties imposed on the appellant alone vide the orders passed by the original
authority, which have been upheld by way of the impugned orders, the details of which are as under:
-
Sl. | Order-in- Order-in-Appeal Penalty No.",0,None,54,0,0,0,2,0,0,0,0.0,Argument Tracking,0.67
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,19,Order-in- Order-in-Appeal Penalty No.,"The facts of the case are that the appellant is a 2009 batch IRS officer and his pleadings are
limited to the penalties imposed on the appellant alone vide the orders passed by the original
authority, which have been upheld by way of the impugned orders, the details of which are as under:
-
Sl. | Order-in- Order-in-Appeal Penalty No. | C/75368/2025 OIO No.",0,None,4,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.67
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,20,C/75368/2025 OIO No.,"Order-in- Order-in-Appeal Penalty No. | C/75368/2025 OIO No. | Rs.10,00,000/-
103/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /674/2023 dated Act
05.06.2020 08.09.2023
2.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,21,"Rs.10,00,000/-
103/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /674/2023 dated Act
05.06.2020 08.09.2023
2.","C/75368/2025 OIO No. | Rs.10,00,000/-
103/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /674/2023 dated Act
05.06.2020 08.09.2023
2. | C/75369/2025 OIO No.",0,None,17,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,22,C/75369/2025 OIO No.,"Rs.10,00,000/-
103/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /674/2023 dated Act
05.06.2020 08.09.2023
2. | C/75369/2025 OIO No. | Rs.10,00,000/-
100/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /648/2023 dated Act
05.06.2020 23.08.2023
3.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,23,"Rs.10,00,000/-
100/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /648/2023 dated Act
05.06.2020 23.08.2023
3.","C/75369/2025 OIO No. | Rs.10,00,000/-
100/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /648/2023 dated Act
05.06.2020 23.08.2023
3. | C/75370/2025 OIO No.",0,None,17,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,24,C/75370/2025 OIO No.,"Rs.10,00,000/-
100/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /648/2023 dated Act
05.06.2020 23.08.2023
3. | C/75370/2025 OIO No. | Rs.10,00,000/-
101/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /672/2023 dated Act
05.06.2020 08.09.2023
4.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,25,"Rs.10,00,000/-
101/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /672/2023 dated Act
05.06.2020 08.09.2023
4.","C/75370/2025 OIO No. | Rs.10,00,000/-
101/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /672/2023 dated Act
05.06.2020 08.09.2023
4. | C/76038/2025 OIO No.",0,None,17,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,26,C/76038/2025 OIO No.,"Rs.10,00,000/-
101/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /672/2023 dated Act
05.06.2020 08.09.2023
4. | C/76038/2025 OIO No. | Rs.10,00,000/-
102/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /673/2023 dated Act
05.06.2020 08.09.2023
3.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,27,"Rs.10,00,000/-
102/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /673/2023 dated Act
05.06.2020 08.09.2023
3.","C/76038/2025 OIO No. | Rs.10,00,000/-
102/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /673/2023 dated Act
05.06.2020 08.09.2023
3. | The case of Revenue against the appellant are that during the course of investigation by DRI,
Kolkata Zonal Unit in the matter of fraudulent exports made by various exporters through Petrapole
Land Customs Station by a syndicate using the IECs of two firms, namely M/s.",0,None,17,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,28,"The case of Revenue against the appellant are that during the course of investigation by DRI,
Kolkata Zonal Unit in the matter of fraudulent exports made by various exporters through Petrapole
Land Customs Station by a syndicate using the IECs of two firms, namely M/s.","Rs.10,00,000/-
102/ADC/(P)/CUS KOL/CUS/CCP/KS u/S 114AA of the /WB/19-20 dated /673/2023 dated Act
05.06.2020 08.09.2023
3. | The case of Revenue against the appellant are that during the course of investigation by DRI,
Kolkata Zonal Unit in the matter of fraudulent exports made by various exporters through Petrapole
Land Customs Station by a syndicate using the IECs of two firms, namely M/s. | Spak Enterprises Pvt.",0,None,45,0,0,0,1,0,0,0,0.0,Argument Tracking,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,29,Spak Enterprises Pvt.,"The case of Revenue against the appellant are that during the course of investigation by DRI,
Kolkata Zonal Unit in the matter of fraudulent exports made by various exporters through Petrapole
Land Customs Station by a syndicate using the IECs of two firms, namely M/s. | Spak Enterprises Pvt. | Ltd. and M/s Samiran Biswas wherein the goods were either found to be misdeclared in terms of
quality, quantity and value or junk to earn undue duty drawback, a DVD was found at the premises
of M/s.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,30,"Ltd. and M/s Samiran Biswas wherein the goods were either found to be misdeclared in terms of
quality, quantity and value or junk to earn undue duty drawback, a DVD was found at the premises
of M/s.","Spak Enterprises Pvt. | Ltd. and M/s Samiran Biswas wherein the goods were either found to be misdeclared in terms of
quality, quantity and value or junk to earn undue duty drawback, a DVD was found at the premises
of M/s. | Spak Appeal No(s).",0,None,37,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,31,Spak Appeal No(s).,"Ltd. and M/s Samiran Biswas wherein the goods were either found to be misdeclared in terms of
quality, quantity and value or junk to earn undue duty drawback, a DVD was found at the premises
of M/s. | Spak Appeal No(s). | : C/75368,75369,75370,76038/2025-DB Enterprises Pvt.",0,None,4,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,32,": C/75368,75369,75370,76038/2025-DB Enterprises Pvt.","Spak Appeal No(s). | : C/75368,75369,75370,76038/2025-DB Enterprises Pvt. | Ltd. of Shri
Ajaya Kumar Mohapatra, along with other incriminating documents.",0,None,3,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,33,"Ltd. of Shri
Ajaya Kumar Mohapatra, along with other incriminating documents.",": C/75368,75369,75370,76038/2025-DB Enterprises Pvt. | Ltd. of Shri
Ajaya Kumar Mohapatra, along with other incriminating documents. | The seized DVD marked was
as '23/EXP/ SPAK/2016' dated 29.07.2016 and the same was allegedly having data relating to
export through Land Customs Station, whose computer name was 'Petrapole'.",0,None,11,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,34,"The seized DVD marked was
as '23/EXP/ SPAK/2016' dated 29.07.2016 and the same was allegedly having data relating to
export through Land Customs Station, whose computer name was 'Petrapole'.","Ltd. of Shri
Ajaya Kumar Mohapatra, along with other incriminating documents. | The seized DVD marked was
as '23/EXP/ SPAK/2016' dated 29.07.2016 and the same was allegedly having data relating to
export through Land Customs Station, whose computer name was 'Petrapole'. | Owner of the said
computer i.e., Shri Mohapatra, stated to DRI officers on that date that the said DVD belonged to one
private person by the name of Shri Jyoti Biswas of Kolkata.",0,None,26,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,35,"Owner of the said
computer i.e., Shri Mohapatra, stated to DRI officers on that date that the said DVD belonged to one
private person by the name of Shri Jyoti Biswas of Kolkata.","The seized DVD marked was
as '23/EXP/ SPAK/2016' dated 29.07.2016 and the same was allegedly having data relating to
export through Land Customs Station, whose computer name was 'Petrapole'. | Owner of the said
computer i.e., Shri Mohapatra, stated to DRI officers on that date that the said DVD belonged to one
private person by the name of Shri Jyoti Biswas of Kolkata. | Officers of the DRI searched the house of Shri Jyoti Biswas on 21.09.2016, after two months
from seizure of the said DVD and recorded his various statement(s).",0,None,33,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,36,"Officers of the DRI searched the house of Shri Jyoti Biswas on 21.09.2016, after two months
from seizure of the said DVD and recorded his various statement(s).","Owner of the said
computer i.e., Shri Mohapatra, stated to DRI officers on that date that the said DVD belonged to one
private person by the name of Shri Jyoti Biswas of Kolkata. | Officers of the DRI searched the house of Shri Jyoti Biswas on 21.09.2016, after two months
from seizure of the said DVD and recorded his various statement(s). | In these set of facts, Show Cause Notices, all dated 10.01.2018, came to be issued proposing
recovery of alleged fraudulently availed drawback from various exporters.",0,None,28,2,0,0,0,0,0,0,0.0,Factual/Reasoning,0.0
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,37,"In these set of facts, Show Cause Notices, all dated 10.01.2018, came to be issued proposing
recovery of alleged fraudulently availed drawback from various exporters.","Officers of the DRI searched the house of Shri Jyoti Biswas on 21.09.2016, after two months
from seizure of the said DVD and recorded his various statement(s). | In these set of facts, Show Cause Notices, all dated 10.01.2018, came to be issued proposing
recovery of alleged fraudulently availed drawback from various exporters. | The said Notices also
proposed imposition of penalty on the appellant herein, along with other co-accused, under Section
114AA of the Customs Act, 1962.",0,None,25,1,0,0,0,0,0,0,0.0,Factual/Reasoning,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,38,"The said Notices also
proposed imposition of penalty on the appellant herein, along with other co-accused, under Section
114AA of the Customs Act, 1962.","In these set of facts, Show Cause Notices, all dated 10.01.2018, came to be issued proposing
recovery of alleged fraudulently availed drawback from various exporters. | The said Notices also
proposed imposition of penalty on the appellant herein, along with other co-accused, under Section
114AA of the Customs Act, 1962. | : C/75368,75369,75370,76038/2025-DB 4.1.",0,None,24,0,0,0,1,0,0,0,0.0,Argument Tracking,0.5
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,39,": C/75368,75369,75370,76038/2025-DB 4.1.","The said Notices also
proposed imposition of penalty on the appellant herein, along with other co-accused, under Section
114AA of the Customs Act, 1962. | : C/75368,75369,75370,76038/2025-DB 4.1. | The matters were adjudicated vide the
above mentioned Orders-in-Original, wherein, inter alia, imposition of penalties on the appellant
under Section 114AA of the Act have been confirmed.",0,None,2,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.67
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,40,"The matters were adjudicated vide the
above mentioned Orders-in-Original, wherein, inter alia, imposition of penalties on the appellant
under Section 114AA of the Act have been confirmed.",": C/75368,75369,75370,76038/2025-DB 4.1. | The matters were adjudicated vide the
above mentioned Orders-in-Original, wherein, inter alia, imposition of penalties on the appellant
under Section 114AA of the Act have been confirmed. | The appellant challenged the said Orders-in- Original before the Ld.",0,None,27,0,0,0,1,0,0,0,0.0,Argument Tracking,0.67
Vikash_Kumar_vs_Kolkata_Prev_on_6_February_2026.PDF,41,The appellant challenged the said Orders-in- Original before the Ld.,"The matters were adjudicated vide the
above mentioned Orders-in-Original, wherein, inter alia, imposition of penalties on the appellant
under Section 114AA of the Act have been confirmed. | The appellant challenged the said Orders-in- Original before the Ld. | Commissioner of Customs
(Appeals), 3rd Floor, Custom House, 15/1, Strand Road, Kolkata - 700 001, who has passed the
impugned Orders-in-Appeal, rejecting the appeals filed by the appellant and upholding the orders of
imposition of penalties under Section 114AA ibid.",1,Selective Evidence Focus,10,0,0,0,1,0,0,0,0.0,Argument Tracking,0.75
